age,workclass,education,occupation,sex,hours.per.week,capital.investment-loss,income
25,Private,Some-college,Adm-clerical,Female,56,1869.366188,>50K
65,Local-gov,Some-college,Prof-specialty,Female,40,1869.366188,<=50K
30,Private,Assoc-voc,Craft-repair,Male,40,1869.366188,>50K
54,Private,11th,Other-service,Female,43,1869.366188,<=50K
49,Private,12th,Machine-op-inspct,Female,40,1869.366188,<=50K
41,Self-emp-not-inc,Assoc-voc,Prof-specialty,Female,15,1869.366188,>50K
48,Federal-gov,HS-grad,Adm-clerical,Male,40,1869.366188,>50K
23,Private,5th-6th,Priv-house-serv,Female,12,1869.366188,<=50K
77,Private,HS-grad,Other-service,Male,25,1869.366188,<=50K
30,Private,HS-grad,Adm-clerical,Female,30,1869.366188,<=50K
35,Private,HS-grad,Exec-managerial,Male,55,1869.366188,>50K
52,Private,Bachelors,Sales,Male,45,1869.366188,>50K
24,Private,Masters,Prof-specialty,Female,35,1869.366188,>50K
50,Private,HS-grad,Craft-repair,Male,15,1869.366188,<=50K
22,Private,11th,Transport-moving,Male,65,1869.366188,<=50K
39,Private,11th,Prof-specialty,Female,30,1869.366188,<=50K
45,Private,Bachelors,Other-service,Male,38,1869.366188,<=50K
61,Local-gov,Bachelors,Other-service,Male,30,1869.366188,<=50K
45,Private,Assoc-acdm,Transport-moving,Male,55,1869.366188,<=50K
52,Local-gov,Some-college,Transport-moving,Male,40,1869.366188,<=50K
29,Federal-gov,Assoc-voc,Tech-support,Male,42,1869.366188,>50K
40,Self-emp-not-inc,Some-college,Craft-repair,Male,40,1869.366188,<=50K
46,Local-gov,Bachelors,Protective-serv,Male,50,1869.366188,>50K
19,Private,HS-grad,Other-service,Female,13,1869.366188,<=50K
44,Private,HS-grad,Adm-clerical,Female,40,1869.366188,>50K
20,Private,Some-college,Prof-specialty,Female,2,1869.366188,<=50K
24,Private,Assoc-acdm,Handlers-cleaners,Male,30,1869.366188,<=50K
76,Private,HS-grad,Other-service,Male,17,1869.366188,<=50K
20,Private,HS-grad,Tech-support,Male,40,1869.366188,<=50K
33,Private,Prof-school,Prof-specialty,Male,40,1869.366188,>50K
31,Private,Some-college,Tech-support,Male,40,1869.366188,<=50K
19,Private,HS-grad,Craft-repair,Male,35,1869.366188,<=50K
30,Private,HS-grad,Sales,Male,45,1869.366188,<=50K
37,Private,11th,Transport-moving,Male,40,1869.366188,<=50K
28,Self-emp-not-inc,HS-grad,Other-service,Female,28,1869.366188,<=50K
42,Local-gov,Some-college,Protective-serv,Male,52,1869.366188,>50K
21,Private,Assoc-voc,Other-service,Female,40,1869.366188,<=50K
44,Private,HS-grad,Sales,Male,38,1869.366188,<=50K
28,Private,Some-college,Adm-clerical,Male,50,1869.366188,>50K
49,Self-emp-inc,Masters,Sales,Male,40,1869.366188,>50K
36,Local-gov,Some-college,Protective-serv,Male,56,1869.366188,>50K
40,Self-emp-inc,Bachelors,Exec-managerial,Male,50,1869.366188,>50K
17,Private,12th,Adm-clerical,Female,30,1869.366188,<=50K
42,Private,Some-college,Farming-fishing,Male,28,1869.366188,<=50K
23,Private,Bachelors,Adm-clerical,Male,40,1869.366188,<=50K
23,Private,HS-grad,Handlers-cleaners,Male,24,1869.366188,<=50K
34,Private,Some-college,Craft-repair,Male,40,1869.366188,>50K
43,Self-emp-not-inc,Bachelors,Sales,Male,45,1869.366188,<=50K
25,State-gov,Some-college,Handlers-cleaners,Male,40,1869.366188,<=50K
40,Private,Some-college,Sales,Male,60,1869.366188,<=50K
52,Self-emp-not-inc,HS-grad,Farming-fishing,Male,25,1869.366188,<=50K
48,Private,HS-grad,Machine-op-inspct,Female,36,1869.366188,<=50K
37,Private,Assoc-voc,Sales,Female,6,1869.366188,<=50K
33,Private,Assoc-voc,Transport-moving,Male,40,1869.366188,<=50K
36,Local-gov,HS-grad,Adm-clerical,Female,40,1869.366188,>50K
24,Private,Bachelors,Adm-clerical,Male,10,1869.366188,<=50K
42,Local-gov,HS-grad,Farming-fishing,Male,40,1869.366188,<=50K
35,Self-emp-inc,Assoc-acdm,Sales,Male,40,1869.366188,<=50K
40,Federal-gov,HS-grad,Adm-clerical,Female,22,1869.366188,<=50K
50,Self-emp-inc,Prof-school,Prof-specialty,Male,40,1869.366188,<=50K
57,Self-emp-inc,HS-grad,Exec-managerial,Male,40,1869.366188,<=50K
51,Local-gov,HS-grad,Transport-moving,Male,40,1869.366188,>50K
61,Federal-gov,HS-grad,Adm-clerical,Female,35,1869.366188,<=50K
71,Private,HS-grad,Sales,Female,20,1869.366188,<=50K
38,Private,Bachelors,Other-service,Female,45,1869.366188,<=50K
25,Private,Bachelors,Sales,Male,65,1869.366188,<=50K
33,Private,11th,Handlers-cleaners,Male,50,1869.366188,<=50K
40,State-gov,11th,Transport-moving,Female,52,1869.366188,<=50K
46,Private,Some-college,Adm-clerical,Female,36,1869.366188,<=50K
24,Private,HS-grad,Sales,Female,40,1869.366188,>50K
28,Private,Masters,Exec-managerial,Male,30,1869.366188,<=50K
34,Private,Some-college,Handlers-cleaners,Female,40,1869.366188,<=50K
34,State-gov,Bachelors,Adm-clerical,Male,55,1869.366188,<=50K
38,Private,Some-college,Other-service,Female,58,1869.366188,<=50K
56,Private,HS-grad,Other-service,Female,10,1869.366188,<=50K
60,Private,Some-college,Sales,Female,48,1869.366188,<=50K
37,Private,Some-college,Exec-managerial,Male,50,1869.366188,<=50K
27,Private,Some-college,Transport-moving,Male,40,1869.366188,>50K
54,Private,Some-college,Other-service,Male,28,1869.366188,<=50K
40,Private,HS-grad,Other-service,Male,30,1869.366188,<=50K
18,Private,12th,Other-service,Male,15,1869.366188,<=50K
51,Federal-gov,HS-grad,Adm-clerical,Male,40,1869.366188,>50K
40,Self-emp-not-inc,Some-college,Tech-support,Male,50,1869.366188,>50K
64,Federal-gov,HS-grad,Prof-specialty,Male,8,1869.366188,<=50K
33,Private,HS-grad,Tech-support,Female,38,1869.366188,<=50K
31,Private,1st-4th,Handlers-cleaners,Male,37,1869.366188,<=50K
39,Private,12th,Transport-moving,Male,45,1869.366188,<=50K
68,Private,5th-6th,Other-service,Male,12,1869.366188,<=50K
59,Federal-gov,10th,Other-service,Female,37,1869.366188,<=50K
25,Private,Bachelors,Adm-clerical,Male,40,1869.366188,<=50K
17,State-gov,10th,Other-service,Male,30,1869.366188,<=50K
19,Private,Some-college,Handlers-cleaners,Male,45,1869.366188,<=50K
59,Private,5th-6th,Machine-op-inspct,Female,40,1869.366188,<=50K
37,Private,HS-grad,Adm-clerical,Female,37,1869.366188,<=50K
74,Self-emp-not-inc,HS-grad,Other-service,Male,20,1869.366188,<=50K
28,Private,Some-college,Transport-moving,Male,50,1869.366188,<=50K
80,Private,Prof-school,Prof-specialty,Male,35,1869.366188,>50K
17,Private,10th,Sales,Male,15,1869.366188,<=50K
37,Federal-gov,Bachelors,Prof-specialty,Male,40,1869.366188,<=50K
58,Private,HS-grad,Other-service,Male,40,1869.366188,<=50K
23,Federal-gov,Some-college,Craft-repair,Male,40,1869.366188,<=50K
36,Private,Bachelors,Adm-clerical,Female,32,1869.366188,<=50K
30,Private,Some-college,Sales,Female,40,1869.366188,<=50K
30,Private,HS-grad,Adm-clerical,Female,24,1869.366188,<=50K
31,State-gov,Some-college,Tech-support,Male,13,1869.366188,<=50K
30,Private,12th,Other-service,Female,40,1869.366188,<=50K
44,Private,HS-grad,Protective-serv,Male,40,1869.366188,<=50K
42,Private,Assoc-acdm,Prof-specialty,Male,40,1869.366188,>50K
48,Self-emp-not-inc,HS-grad,Craft-repair,Male,30,1869.366188,<=50K
21,Private,Some-college,Sales,Male,43,1869.366188,<=50K
19,Local-gov,HS-grad,Adm-clerical,Female,40,1869.366188,<=50K
43,Private,HS-grad,Craft-repair,Female,42,1869.366188,>50K
33,Private,HS-grad,Craft-repair,Male,60,1869.366188,<=50K
30,Private,Bachelors,Craft-repair,Male,10,1869.366188,<=50K
52,Private,10th,Transport-moving,Male,45,1869.366188,<=50K
38,Local-gov,Bachelors,Exec-managerial,Male,40,1869.366188,>50K
28,Private,Bachelors,Exec-managerial,Male,46,1869.366188,>50K
57,Self-emp-not-inc,Assoc-acdm,Other-service,Male,40,1869.366188,<=50K
51,Private,Bachelors,Prof-specialty,Male,50,1869.366188,>50K
50,Private,9th,Machine-op-inspct,Male,48,1869.366188,<=50K
69,Self-emp-not-inc,HS-grad,Sales,Male,33,1869.366188,<=50K
37,Private,Some-college,Sales,Male,50,1869.366188,>50K
47,Self-emp-not-inc,HS-grad,Transport-moving,Male,45,1869.366188,>50K
63,Private,10th,Transport-moving,Male,40,1869.366188,<=50K
21,Private,Some-college,Adm-clerical,Male,65,1869.366188,<=50K
17,Private,HS-grad,Other-service,Male,35,1869.366188,<=50K
90,Local-gov,Assoc-acdm,Adm-clerical,Male,20,1869.366188,<=50K
27,Private,Some-college,Adm-clerical,Female,38,1869.366188,<=50K
38,Private,HS-grad,Adm-clerical,Female,20,1869.366188,<=50K
33,Private,Assoc-acdm,Prof-specialty,Male,50,1869.366188,<=50K
20,Private,Some-college,Other-service,Female,35,1869.366188,<=50K
42,Private,11th,Transport-moving,Male,40,1869.366188,<=50K
55,Private,HS-grad,Exec-managerial,Female,40,1869.366188,<=50K
32,State-gov,Some-college,Prof-specialty,Female,40,1869.366188,<=50K
49,Private,Some-college,Other-service,Female,40,1869.366188,<=50K
34,Private,HS-grad,Protective-serv,Male,45,1869.366188,<=50K
40,Self-emp-inc,HS-grad,Exec-managerial,Male,40,1869.366188,<=50K
22,Federal-gov,Assoc-acdm,Other-service,Male,20,1869.366188,<=50K
46,Self-emp-not-inc,HS-grad,Transport-moving,Male,40,1869.366188,<=50K
29,Private,HS-grad,Machine-op-inspct,Male,50,1869.366188,<=50K
52,Local-gov,Masters,Prof-specialty,Male,32,1869.366188,>50K
27,Private,Masters,Adm-clerical,Female,46,1869.366188,<=50K
52,Private,HS-grad,Transport-moving,Female,40,1869.366188,<=50K
37,Self-emp-inc,Some-college,Craft-repair,Male,50,1869.366188,>50K
25,Private,7th-8th,Craft-repair,Male,40,1869.366188,<=50K
31,Private,Some-college,Adm-clerical,Male,50,1869.366188,<=50K
45,Private,HS-grad,Adm-clerical,Female,35,1869.366188,<=50K
69,Private,7th-8th,Other-service,Male,20,1869.366188,<=50K
50,Private,11th,Machine-op-inspct,Male,40,1869.366188,<=50K
54,State-gov,Doctorate,Prof-specialty,Male,46,1869.366188,>50K
17,Private,9th,Other-service,Female,20,1869.366188,<=50K
32,Self-emp-not-inc,HS-grad,Other-service,Female,5,1869.366188,<=50K
66,Private,Bachelors,Prof-specialty,Male,45,1869.366188,>50K
61,Private,HS-grad,Craft-repair,Male,40,1869.366188,<=50K
55,Private,Some-college,Machine-op-inspct,Female,40,1869.366188,<=50K
49,Private,Assoc-voc,Exec-managerial,Male,45,1869.366188,>50K
56,Self-emp-inc,HS-grad,Sales,Male,50,1869.366188,>50K
49,Private,Bachelors,Protective-serv,Male,40,1869.366188,<=50K
58,Private,Bachelors,Tech-support,Male,40,1869.366188,>50K
40,Federal-gov,Bachelors,Adm-clerical,Male,40,1869.366188,<=50K
62,Private,Masters,Prof-specialty,Female,45,1869.366188,<=50K
54,Private,Bachelors,Tech-support,Male,25,1869.366188,>50K
34,Self-emp-not-inc,Assoc-voc,Other-service,Female,40,1869.366188,<=50K
18,Private,10th,Craft-repair,Male,30,1869.366188,<=50K
32,Private,HS-grad,Sales,Male,40,1869.366188,<=50K
34,State-gov,Bachelors,Prof-specialty,Male,48,1869.366188,<=50K
56,Self-emp-not-inc,7th-8th,Sales,Male,20,1869.366188,<=50K
42,Private,HS-grad,Adm-clerical,Male,50,1869.366188,<=50K
57,Self-emp-not-inc,7th-8th,Craft-repair,Male,40,1869.366188,>50K
62,Local-gov,HS-grad,Other-service,Female,40,1869.366188,<=50K
20,Private,Some-college,Adm-clerical,Male,16,1869.366188,<=50K
48,Private,Bachelors,Craft-repair,Male,55,1869.366188,<=50K
39,Self-emp-inc,Assoc-voc,Farming-fishing,Male,60,1869.366188,>50K
46,Local-gov,Some-college,Craft-repair,Male,40,1869.366188,>50K
53,Private,HS-grad,Machine-op-inspct,Male,30,1869.366188,<=50K
47,Federal-gov,Some-college,Handlers-cleaners,Male,40,1869.366188,>50K
40,Self-emp-not-inc,HS-grad,Craft-repair,Male,45,1869.366188,<=50K
42,Self-emp-inc,1st-4th,Sales,Male,60,1869.366188,<=50K
54,Local-gov,Bachelors,Prof-specialty,Male,50,1869.366188,<=50K
39,Self-emp-inc,Bachelors,Prof-specialty,Female,40,1869.366188,<=50K
59,Private,Doctorate,Sales,Male,40,1869.366188,<=50K
24,Private,Bachelors,Prof-specialty,Female,35,1869.366188,<=50K
26,Self-emp-not-inc,Assoc-voc,Other-service,Female,35,1869.366188,<=50K
48,Private,12th,Handlers-cleaners,Female,50,1869.366188,<=50K
21,Private,Assoc-acdm,Other-service,Female,18,1869.366188,<=50K
22,Private,HS-grad,Exec-managerial,Female,42,1869.366188,<=50K
34,Private,Assoc-voc,Prof-specialty,Female,40,1869.366188,<=50K
33,Private,Some-college,Exec-managerial,Male,45,1869.366188,>50K
46,Private,9th,Machine-op-inspct,Male,40,1869.366188,<=50K
28,Private,Some-college,Other-service,Female,30,1869.366188,<=50K
34,Self-emp-not-inc,HS-grad,Exec-managerial,Male,60,1869.366188,>50K
28,Private,11th,Adm-clerical,Male,40,1869.366188,<=50K
52,Self-emp-inc,Bachelors,Exec-managerial,Male,60,1869.366188,<=50K
40,State-gov,Masters,Prof-specialty,Female,38,1869.366188,>50K
29,Self-emp-inc,HS-grad,Exec-managerial,Male,45,1869.366188,<=50K
31,Self-emp-not-inc,7th-8th,Prof-specialty,Male,60,1869.366188,<=50K
38,Private,HS-grad,Craft-repair,Female,40,1869.366188,<=50K
22,Private,11th,Machine-op-inspct,Male,70,1869.366188,>50K
43,Private,9th,Exec-managerial,Male,40,1869.366188,<=50K
43,Self-emp-inc,Bachelors,Exec-managerial,Male,50,1869.366188,>50K
33,Private,Some-college,Exec-managerial,Male,50,1869.366188,<=50K
17,Self-emp-inc,10th,Other-service,Male,35,1869.366188,<=50K
55,Local-gov,10th,Craft-repair,Male,45,1869.366188,<=50K
51,Self-emp-not-inc,HS-grad,Transport-moving,Male,35,1869.366188,>50K
65,Federal-gov,10th,Craft-repair,Male,40,1869.366188,<=50K
21,Private,Bachelors,Prof-specialty,Female,45,1869.366188,<=50K
58,Private,Some-college,Adm-clerical,Female,37,1869.366188,<=50K
53,Federal-gov,HS-grad,Exec-managerial,Female,58,1869.366188,<=50K
37,Private,Some-college,Adm-clerical,Male,50,1869.366188,<=50K
44,Private,Bachelors,Craft-repair,Male,40,1869.366188,<=50K
49,Private,9th,Handlers-cleaners,Male,38,1869.366188,<=50K
36,Private,Some-college,Machine-op-inspct,Male,50,1869.366188,>50K
59,Self-emp-inc,Bachelors,Craft-repair,Male,60,1869.366188,<=50K
26,Private,Some-college,Exec-managerial,Female,25,1869.366188,<=50K
25,Private,Masters,Adm-clerical,Male,40,1869.366188,<=50K
28,Private,Some-college,Adm-clerical,Female,15,1869.366188,<=50K
41,Private,Assoc-acdm,Adm-clerical,Female,38,1869.366188,<=50K
45,Private,Assoc-voc,Farming-fishing,Male,70,1869.366188,<=50K
21,Private,Assoc-voc,Other-service,Male,30,1869.366188,<=50K
48,Private,5th-6th,Transport-moving,Male,40,1869.366188,<=50K
47,Private,Some-college,Sales,Female,60,1869.366188,<=50K
18,Private,11th,Handlers-cleaners,Male,25,1869.366188,<=50K
36,Private,Some-college,Sales,Female,20,1869.366188,<=50K
37,Federal-gov,HS-grad,Craft-repair,Male,40,1869.366188,<=50K
24,Private,Assoc-voc,Craft-repair,Male,20,1869.366188,<=50K
75,Private,1st-4th,Other-service,Female,16,1869.366188,<=50K
43,Self-emp-not-inc,Bachelors,Prof-specialty,Male,70,1869.366188,>50K
64,Private,Bachelors,Exec-managerial,Female,50,1869.366188,<=50K
22,Private,Some-college,Prof-specialty,Male,20,1869.366188,<=50K
73,Self-emp-not-inc,HS-grad,Other-service,Female,36,1869.366188,<=50K
20,Private,HS-grad,Adm-clerical,Male,20,1869.366188,<=50K
43,Federal-gov,Some-college,Handlers-cleaners,Male,40,1869.366188,<=50K
21,Private,12th,Adm-clerical,Male,48,1869.366188,<=50K
40,Private,HS-grad,Sales,Female,25,1869.366188,<=50K
64,Self-emp-inc,Bachelors,Sales,Male,45,1869.366188,<=50K
46,Local-gov,Masters,Exec-managerial,Female,65,1869.366188,>50K
41,Local-gov,Bachelors,Prof-specialty,Female,70,1869.366188,<=50K
30,Federal-gov,Bachelors,Protective-serv,Female,60,1869.366188,>50K
27,Private,HS-grad,Transport-moving,Male,45,1869.366188,>50K
25,Private,HS-grad,Other-service,Female,34,1869.366188,<=50K
27,Private,Bachelors,Farming-fishing,Male,65,1869.366188,<=50K
38,Private,Some-college,Sales,Male,50,1869.366188,<=50K
56,Private,Masters,Prof-specialty,Female,40,1869.366188,>50K
35,Self-emp-inc,HS-grad,Sales,Male,62,1869.366188,<=50K
48,Self-emp-inc,HS-grad,Sales,Female,84,1869.366188,<=50K
49,Self-emp-inc,Some-college,Sales,Male,70,1869.366188,>50K
25,Federal-gov,HS-grad,Transport-moving,Male,40,1869.366188,<=50K
33,Self-emp-not-inc,Some-college,Craft-repair,Male,50,1869.366188,<=50K
22,Private,Assoc-acdm,Adm-clerical,Female,27,1869.366188,<=50K
54,Local-gov,HS-grad,Adm-clerical,Female,30,1869.366188,<=50K
39,Self-emp-inc,Masters,Prof-specialty,Female,40,1869.366188,<=50K
75,Self-emp-inc,HS-grad,Adm-clerical,Male,26,1869.366188,<=50K
28,Self-emp-not-inc,HS-grad,Machine-op-inspct,Male,30,1869.366188,<=50K
50,Private,Bachelors,Sales,Female,50,1869.366188,<=50K
62,Self-emp-not-inc,Bachelors,Craft-repair,Male,55,1869.366188,>50K
58,Local-gov,Bachelors,Prof-specialty,Female,37,1869.366188,<=50K
24,Federal-gov,Assoc-acdm,Exec-managerial,Female,40,1869.366188,<=50K
48,Private,HS-grad,Exec-managerial,Male,60,1869.366188,<=50K
34,Private,HS-grad,Transport-moving,Male,70,1869.366188,<=50K
52,Self-emp-inc,HS-grad,Farming-fishing,Male,60,1869.366188,<=50K
56,Self-emp-not-inc,Bachelors,Exec-managerial,Female,60,1869.366188,<=50K
48,Federal-gov,HS-grad,Adm-clerical,Female,40,1869.366188,>50K
37,Self-emp-not-inc,HS-grad,Exec-managerial,Female,70,1869.366188,>50K
40,Private,Bachelors,Handlers-cleaners,Male,40,1869.366188,>50K
34,Private,11th,Machine-op-inspct,Male,45,1869.366188,<=50K
36,Local-gov,HS-grad,Other-service,Male,40,1869.366188,<=50K
20,Private,Some-college,Adm-clerical,Male,9,1869.366188,<=50K
68,Private,HS-grad,Prof-specialty,Male,40,1869.366188,>50K
64,Private,Masters,Exec-managerial,Male,50,1869.366188,>50K
17,Private,10th,Handlers-cleaners,Female,23,1869.366188,<=50K
25,Private,Bachelors,Prof-specialty,Male,20,1869.366188,<=50K
67,Private,HS-grad,Sales,Male,10,1869.366188,<=50K
21,Private,HS-grad,Craft-repair,Male,37,1869.366188,<=50K
67,Private,10th,Transport-moving,Male,16,1869.366188,<=50K
41,State-gov,HS-grad,Protective-serv,Male,40,1869.366188,>50K
27,Private,Bachelors,Tech-support,Female,36,1869.366188,<=50K
51,Private,12th,Transport-moving,Male,50,1869.366188,<=50K
28,Private,HS-grad,Craft-repair,Male,46,1869.366188,<=50K
28,Private,Assoc-voc,Machine-op-inspct,Male,40,1869.366188,>50K
29,Private,HS-grad,Other-service,Male,35,1869.366188,<=50K
39,Self-emp-inc,HS-grad,Exec-managerial,Male,70,1869.366188,<=50K
21,Private,Bachelors,Adm-clerical,Male,40,1869.366188,<=50K
28,Private,11th,Transport-moving,Male,50,1869.366188,<=50K
31,Private,9th,Sales,Male,43,1869.366188,>50K
27,Private,Some-college,Adm-clerical,Female,45,1869.366188,<=50K
34,State-gov,Some-college,Protective-serv,Male,40,1869.366188,<=50K
25,Private,HS-grad,Tech-support,Male,40,1869.366188,<=50K
34,Private,Bachelors,Tech-support,Male,40,1869.366188,<=50K
40,Self-emp-inc,Masters,Craft-repair,Male,50,1869.366188,<=50K
25,Private,Some-college,Exec-managerial,Female,25,1869.366188,<=50K
19,Self-emp-not-inc,Some-college,Transport-moving,Male,30,1869.366188,<=50K
49,Self-emp-inc,Assoc-acdm,Craft-repair,Male,40,1869.366188,>50K
36,Private,11th,Transport-moving,Male,47,1869.366188,<=50K
23,Private,Some-college,Adm-clerical,Male,32,1869.366188,<=50K
21,Private,Some-college,Sales,Male,10,1869.366188,<=50K
22,Private,Some-college,Prof-specialty,Female,20,1869.366188,<=50K
26,Private,HS-grad,Other-service,Female,40,1869.366188,<=50K
22,Private,9th,Machine-op-inspct,Male,40,1869.366188,<=50K
41,Local-gov,Bachelors,Protective-serv,Male,40,1869.366188,>50K
18,Private,HS-grad,Adm-clerical,Female,40,1869.366188,<=50K
36,Private,Bachelors,Adm-clerical,Female,17,1869.366188,<=50K
45,Local-gov,Masters,Prof-specialty,Female,55,1869.366188,<=50K
38,Local-gov,Some-college,Tech-support,Male,40,1869.366188,>50K
34,Self-emp-not-inc,HS-grad,Farming-fishing,Male,40,1869.366188,<=50K
53,Local-gov,Assoc-acdm,Adm-clerical,Male,40,1869.366188,<=50K
32,Private,Assoc-voc,Prof-specialty,Female,40,1869.366188,>50K
31,Local-gov,HS-grad,Protective-serv,Male,48,1869.366188,<=50K
47,State-gov,Doctorate,Prof-specialty,Male,45,1869.366188,<=50K
27,Private,HS-grad,Sales,Male,50,1869.366188,<=50K
61,Federal-gov,Some-college,Adm-clerical,Female,30,1869.366188,<=50K
67,Private,HS-grad,Machine-op-inspct,Female,40,1869.366188,<=50K
38,Private,Bachelors,Craft-repair,Male,40,1869.366188,<=50K
25,Private,HS-grad,Sales,Female,40,1869.366188,<=50K
33,Local-gov,5th-6th,Other-service,Female,40,1869.366188,<=50K
23,Private,Assoc-voc,Tech-support,Male,40,1869.366188,<=50K
22,Private,HS-grad,Prof-specialty,Female,20,1869.366188,<=50K
34,Private,Assoc-voc,Tech-support,Female,40,1869.366188,<=50K
